time	V(vout)
2.931630503087020e-03	-7.417448e-01
2.937177101229984e-03	-4.802976e-01
2.945603263506485e-03	1.001519e-01
2.956724099713932e-03	9.635877e-01
2.962850664411504e-03	1.383604e+00
2.966676421666603e-03	1.575179e+00
2.969323018149927e-03	1.662630e+00
2.971253401099516e-03	1.700597e+00
2.972807295963709e-03	1.713909e+00
2.974473895832635e-03	1.711173e+00
2.976304396632385e-03	1.688258e+00
2.978623055992173e-03	1.626894e+00
2.982379878733957e-03	1.455920e+00
2.988352406866820e-03	1.041517e+00
2.997291868814570e-03	2.386382e-01
3.007351759638129e-03	-7.284687e-01
3.013220813023372e-03	-1.231698e+00
3.016924013803914e-03	-1.480446e+00
3.019500536975696e-03	-1.610454e+00
3.021385225098052e-03	-1.680708e+00
3.022971290233684e-03	-1.722651e+00
3.024510460579399e-03	-1.747986e+00
3.026317998770098e-03	-1.758359e+00
3.028645175617529e-03	-1.739676e+00
3.032415535786375e-03	-1.637472e+00
3.038408090973434e-03	-1.331473e+00
3.047370887273839e-03	-6.903594e-01
3.057402289791520e-03	9.087452e-02
3.063250795863406e-03	4.860945e-01
3.066944152429790e-03	6.676243e-01
3.069515006168651e-03	7.513787e-01
3.071395981203975e-03	7.880479e-01
3.072984666890463e-03	8.019571e-01
3.074513445122233e-03	8.002042e-01
3.076319108950979e-03	7.789269e-01
3.078646980953136e-03	7.197115e-01
3.082418445811816e-03	5.523893e-01
3.088412634442854e-03	1.443288e-01
3.097377330651068e-03	-6.461203e-01
3.107406402340178e-03	-1.589732e+00
3.113253237352748e-03	-2.077081e+00
3.116945792855748e-03	-2.315544e+00
3.119516184979708e-03	-2.438365e+00
3.121396857583288e-03	-2.503327e+00
3.122985756756712e-03	-2.540948e+00
3.124513688303870e-03	-2.561821e+00
3.126319199408446e-03	-2.567053e+00
3.128647128051589e-03	-2.541610e+00
3.132418682918931e-03	-2.427995e+00
3.138413004635378e-03	-2.102796e+00
3.147377855617363e-03	-1.430478e+00
3.155994374712656e-03	-7.245223e-01
3.162680616691442e-03	-2.339541e-01
3.166563316202783e-03	-1.748644e-02
3.169242154668777e-03	8.551786e-02
3.171193439527121e-03	1.345969e-01
3.172732668134016e-03	1.558016e-01
3.174642506592820e-03	1.624277e-01
3.176367107437355e-03	1.494483e-01
3.178725030441439e-03	9.836629e-02
3.182544225860699e-03	-5.644505e-02
3.188608872523350e-03	-4.397408e-01
3.196184569930055e-03	-1.068602e+00
3.205537679635607e-03	-1.912087e+00
3.212504612029429e-03	-2.478255e+00
3.216446674505828e-03	-2.726674e+00
3.219158916811250e-03	-2.848871e+00
3.221131775153640e-03	-2.910828e+00
3.222655898880932e-03	-2.941029e+00
3.224547506221386e-03	-2.958562e+00
3.226331778146654e-03	-2.955102e+00
3.228667582850385e-03	-2.916902e+00
3.232451651993474e-03	-2.782054e+00
3.238464469134708e-03	-2.422082e+00
3.247450797561095e-03	-1.698203e+00
3.257564664337980e-03	-8.181090e-01
3.263358889616323e-03	-3.734527e-01
3.267016858899259e-03	-1.598078e-01
3.269567281689103e-03	-5.262670e-02
3.271434855913834e-03	1.671794e-03
3.273033007382624e-03	3.115388e-02
3.274541781131467e-03	4.421143e-02
3.276329648764608e-03	4.081941e-02
3.278664120212041e-03	4.750028e-03
3.282446071172646e-03	-1.249331e-01
3.288455758871052e-03	-4.727862e-01
3.297438457779871e-03	-1.172019e+00
3.306456111378684e-03	-1.926834e+00
3.312976622272066e-03	-2.408015e+00
3.316760461188393e-03	-2.617181e+00
3.319383195510837e-03	-2.716269e+00
3.321298059120831e-03	-2.762948e+00
3.322862863474865e-03	-2.783744e+00
3.324486280658505e-03	-2.788754e+00
3.326309003994502e-03	-2.774509e+00
3.328630548493809e-03	-2.723862e+00
3.332391957209400e-03	-2.569518e+00
3.338371271828993e-03	-2.179841e+00
3.347318649328981e-03	-1.412226e+00
3.358423133632833e-03	-3.905941e-01
3.363862851405389e-03	4.785325e-02
3.367357949498185e-03	2.630360e-01
3.369813295255084e-03	3.749951e-01
3.371618096566181e-03	4.343060e-01
3.373260754188944e-03	4.705478e-01
3.374946372340147e-03	4.913878e-01
3.376480067528831e-03	4.939786e-01
3.378908681567930e-03	4.645789e-01
3.382839965351561e-03	3.423498e-01
3.389069144998941e-03	-6.330857e-06
3.398301897562329e-03	-6.846116e-01
3.407985189026596e-03	-1.445448e+00
3.413598766214727e-03	-1.820831e+00
3.417178779313429e-03	-1.992707e+00
3.419683910338137e-03	-2.071770e+00
3.421521665934545e-03	-2.105824e+00
3.423140924920570e-03	-2.118254e+00
3.424733512750818e-03	-2.114749e+00
3.426400943803991e-03	-2.093163e+00
3.428780046484683e-03	-2.029419e+00
3.432632853093635e-03	-1.852352e+00
3.438746974992353e-03	-1.423975e+00
3.447849800125653e-03	-6.038716e-01
3.457704879133022e-03	3.387226e-01
3.463430942003513e-03	8.240789e-01
3.467065412428195e-03	1.064646e+00
3.469602223866954e-03	1.190788e+00
3.471460852964866e-03	1.258984e+00
3.473065329875341e-03	1.300624e+00
3.474599209698109e-03	1.325308e+00
3.476351007056736e-03	1.334829e+00
3.478698850753925e-03	1.315418e+00
3.482502042347446e-03	1.211581e+00
3.488543090686900e-03	9.022370e-01
3.497562078673549e-03	2.586151e-01
3.507523828109383e-03	-5.110357e-01
3.513323029018148e-03	-8.973455e-01
3.516992720344268e-03	-1.073683e+00
3.519549919729368e-03	-1.154184e+00
3.521421942235356e-03	-1.188613e+00
3.523016950230373e-03	-1.200849e+00
3.524520649504386e-03	-1.197518e+00
3.526321788770286e-03	-1.174370e+00
3.528651338760830e-03	-1.112615e+00
3.532425470053601e-03	-9.408968e-01
3.538423600885131e-03	-5.252131e-01
3.547392880340012e-03	2.775801e-01
3.557416322263461e-03	1.235032e+00
3.563259127269557e-03	1.730993e+00
3.566949750603668e-03	1.975288e+00
3.569519029142614e-03	2.102348e+00
3.571398972103920e-03	2.170494e+00
3.572988386359057e-03	2.210888e+00
3.574514275056118e-03	2.234425e+00
3.576319417665268e-03	2.242890e+00
3.578647482972323e-03	2.221707e+00
3.582419255012736e-03	2.115191e+00
3.588413897834538e-03	1.801728e+00
3.597379122237484e-03	1.148418e+00
3.607407545629698e-03	3.528522e-01
3.613253916120765e-03	-5.131960e-02
3.616946248931615e-03	-2.388594e-01
3.619516512721399e-03	-3.269582e-01
3.621397101242694e-03	-3.668851e-01
3.622986059771043e-03	-3.836038e-01
3.624513755915811e-03	-3.845923e-01
3.626319224558379e-03	-3.666063e-01
3.628647168949437e-03	-3.117127e-01
3.632418748841893e-03	-1.515758e-01
3.638413107559938e-03	2.446362e-01
3.647378001572931e-03	1.017053e+00
3.656719666536745e-03	1.877837e+00
3.663001960259444e-03	2.393364e+00
3.666777393449903e-03	2.633157e+00
3.669395329695626e-03	2.754193e+00
3.671307067626330e-03	2.816985e+00
3.672874071269109e-03	2.851118e+00
3.674488779177591e-03	2.869847e+00
3.676309933461500e-03	2.871144e+00
3.678632059986591e-03	2.840311e+00
3.682394393788584e-03	2.717979e+00
3.688375077127006e-03	2.378940e+00
3.697324050024730e-03	1.685707e+00
3.707567476090759e-03	8.246845e-01
3.713404263506405e-03	3.940855e-01
3.717047426421999e-03	1.924388e-01
3.719589276980829e-03	9.345828e-02
3.721451219311702e-03	4.502658e-02
3.723053352658596e-03	2.039739e-02
3.724577929603721e-03	1.187312e-02
3.726343093171625e-03	2.064310e-02
3.728685982227691e-03	6.407361e-02
3.732481304914107e-03	2.059459e-01
3.738510740601414e-03	5.736279e-01
3.747516312464904e-03	1.301898e+00
3.756248353640575e-03	2.058159e+00
3.762963278525082e-03	2.573980e+00
3.766751547737383e-03	2.794864e+00
3.769376809154362e-03	2.901507e+00
3.771293318334283e-03	2.953663e+00
3.772856965110297e-03	2.978877e+00
3.774484965829981e-03	2.988510e+00
3.776308514865680e-03	2.979395e+00
3.778629753074788e-03	2.935203e+00
3.782390674957950e-03	2.791147e+00
3.788369269246166e-03	2.417545e+00
3.797315806978349e-03	1.671950e+00
3.806516855262922e-03	8.403554e-01
3.812729331745135e-03	3.345190e-01
3.816595677229897e-03	8.803008e-02
3.819265275887015e-03	-3.706299e-02
3.821210578659107e-03	-1.023920e-01
3.822754001551668e-03	-1.371380e-01
3.824462021362459e-03	-1.582064e-01
3.826299978943243e-03	-1.609977e-01
3.828615871872685e-03	-1.323899e-01
3.832368296923979e-03	-1.532521e-02
3.838334315210344e-03	3.079543e-01
3.846387962081438e-03	9.068925e-01
3.855540141650578e-03	1.655442e+00
3.862232315235361e-03	2.145852e+00
3.866267074687126e-03	2.369631e+00
3.869031059643663e-03	2.473938e+00
3.871037171767378e-03	2.522051e+00
3.872538077758111e-03	2.540699e+00
3.874377235431345e-03	2.544021e+00
3.876268430104997e-03	2.526318e+00
3.878564564812934e-03	2.471988e+00
3.882285569445598e-03	2.312718e+00
3.888205020106540e-03	1.917266e+00
3.897082281065484e-03	1.138960e+00
3.907216856893916e-03	1.801920e-01
3.913140903869392e-03	-3.216019e-01
3.916870401779324e-03	-5.691631e-01
3.919462039832293e-03	-6.980346e-01
3.921356615409786e-03	-7.673553e-01
3.922935707080047e-03	-8.080443e-01
3.924502523053875e-03	-8.327914e-01
3.926315046141453e-03	-8.420425e-01
3.928640374141071e-03	-8.220015e-01
3.932407796131112e-03	-7.181401e-01
3.938396006194676e-03	-4.107873e-01
3.947353746135955e-03	2.301183e-01
3.957391343580409e-03	1.009467e+00
3.963244298361347e-03	1.402187e+00
3.966939787187659e-03	1.581321e+00
3.969511869448596e-03	1.663036e+00
3.971393649285104e-03	1.698030e+00
3.972981766892634e-03	1.710392e+00
3.974512798057610e-03	1.707049e+00
3.976318868258825e-03	1.683772e+00
3.978646589548686e-03	1.621782e+00
3.982417814908385e-03	1.449499e+00
3.988411649415955e-03	1.032444e+00
3.997375933774657e-03	2.345380e-01
4.000000000000000e-03	-2.647621e-02
