time	V(transmit_electrode)
2.067167278193361e-04	6.864276e-01
2.131170900144847e-04	8.536264e-01
2.168544418666768e-04	9.251282e-01
2.194505857071941e-04	9.607295e-01
2.213481054570000e-04	9.788148e-01
2.229251219747479e-04	9.885396e-01
2.245001622776328e-04	9.933496e-01
2.263141679566660e-04	9.927697e-01
2.286389460577330e-04	9.824909e-01
2.324054941175416e-04	9.437911e-01
2.383924116017458e-04	8.318545e-01
2.473486467094376e-04	5.828406e-01
2.575826611815012e-04	2.701266e-01
2.633817795111464e-04	1.256446e-01
2.670322758448042e-04	5.849865e-02
2.695783738838249e-04	2.495291e-02
2.714431074660674e-04	7.903379e-03
2.730432670580167e-04	-1.457414e-03
2.745600101240974e-04	-5.750428e-03
2.763364287037163e-04	-5.068308e-03
2.786751451788094e-04	5.177951e-03
2.824638400113081e-04	4.361659e-02
2.884834896484958e-04	1.544096e-01
2.974777360194320e-04	3.990091e-01
3.065257179121973e-04	6.681104e-01
3.129981702793951e-04	8.257836e-01
3.167748602055972e-04	8.913366e-01
3.193935140884173e-04	9.225181e-01
3.213057196289955e-04	9.372424e-01
3.228723942085370e-04	9.440368e-01
3.244884053034832e-04	9.459723e-01
3.263097943781580e-04	9.419279e-01
3.286318338104044e-04	9.272460e-01
3.323940291859648e-04	8.814854e-01
3.383745077199657e-04	7.584811e-01
3.473232419169059e-04	4.930909e-01
3.584870707139909e-04	1.340978e-01
3.639016032882206e-04	-5.950267e-03
3.673843205571636e-04	-7.378159e-02
3.698323677532105e-04	-1.090299e-01
3.716323223325682e-04	-1.278936e-01
3.732782325041365e-04	-1.397196e-01
3.747924220532687e-04	-1.459433e-01
3.764228434260971e-04	-1.476247e-01
3.788156519356125e-04	-1.407230e-01
3.826901961769217e-04	-1.066948e-01
3.888362531181959e-04	-1.138317e-03
3.979753974035908e-04	2.355811e-01
4.077832470552843e-04	5.086547e-01
4.134777689995912e-04	6.332186e-01
4.170970057015950e-04	6.884416e-01
4.196249742781640e-04	7.136644e-01
4.214777845782120e-04	7.246038e-01
4.230863791721141e-04	7.287254e-01
4.246366074976153e-04	7.278816e-01
4.263649139024661e-04	7.213287e-01
4.287214637412925e-04	7.029105e-01
4.325384791801143e-04	6.506001e-01
4.385999129146577e-04	5.164397e-01
4.476423907952836e-04	2.353313e-01
4.575745842197499e-04	-9.736999e-02
4.633532438088415e-04	-2.578761e-01
4.670130574080623e-04	-3.354596e-01
4.695645469921426e-04	-3.760893e-01
4.714328217081093e-04	-3.982283e-01
4.730304780681096e-04	-4.118541e-01
4.745372871089190e-04	-4.201360e-01
4.763279772379884e-04	-4.241665e-01
4.786614020927326e-04	-4.199907e-01
4.824416902360919e-04	-3.912827e-01
4.884489209377415e-04	-2.956010e-01
4.974287689480598e-04	-7.234927e-02
5.074391915016062e-04	2.019291e-01
5.132727099685238e-04	3.286462e-01
5.169588793656973e-04	3.843524e-01
5.195255900224299e-04	4.095244e-01
5.214038501043759e-04	4.202509e-01
5.229944525088541e-04	4.240473e-01
5.245156286691826e-04	4.230545e-01
